,name,date,platform,publisher,developer,shipped,total,america,europe,japan,other,vgc,critic,user,percent
11357,MotoGP 10/11,2011-03-15,PS3,Capcom,Monumental Games,,0.17,0.04,0.1,,0.03,,6.0,,60
11360,Mercury Meltdown Revolution,2007-08-14,Wii,Ignition Entertainment,Unknown,,0.17,0.16,0.0,,0.01,,8.0,,80
11363,Top Spin 2,2006-03-29,X360,2K Sports,Indie Built,,0.17,0.15,0.0,,0.01,,7.7,,77
11372,NBA 09: The Inside,2008-10-07,PSP,Sony Computer Entertainment,SCE San Diego Studio,,0.17,0.16,,,0.01,,8.2,,82
11373,Batman Begins,2005-06-14,GBA,Electronic Arts,Vicarious Visions,,0.17,0.12,0.05,,0.0,,6.3,,63
11379,Bee Movie Game,2007-10-30,X360,Activision,Beenox,,0.17,0.16,0.0,,0.01,,6.8,,68
11384,Final Fantasy Fables: Chocobo Tales,2007-04-03,DS,Square Enix,High Horse Entertainment,0.17,0.17,,,,,,7.4,,74
11391,Ashes Cricket 2009,2009-08-07,PS3,Codemasters,Transmission Games,,0.17,,0.16,,0.01,,6.8,,68
11394,NHL 07,2006-09-12,PSP,EA Sports,EA Montreal,,0.17,0.13,0.02,,0.02,,7.6,,76
11396,Rise of the Argonauts,2008-12-16,X360,Codemasters,Codemasters,,0.17,0.03,0.12,,0.01,,5.2,,52
11403,Disney's Home on the Range,2004-03-31,GBA,Disney Interactive Studios,Artificial Mind and Movement,,0.17,0.12,0.04,,0.0,,5.0,,50
11404,MotoGP 09/10,2010-03-23,X360,Capcom,Monumental Games,,0.17,0.07,0.09,,0.02,7.2,7.0,,70
11407,Monsters vs. Aliens,2009-03-24,X360,Activision,Beenox,,0.17,0.12,0.03,,0.02,,6.5,,65
11421,Fairytale Fights,2009-10-27,PS3,Playlogic Game Factory,Playlogic Game Factory,,0.17,0.11,0.04,,0.02,,4.8,,48
11423,The Cursed Crusade,2011-10-25,PS3,Atlus,Kylotonn Entertainment,,0.17,0.07,0.07,0.01,0.02,,4.0,,40
11433,Catwoman,2004-07-20,PS2,Electronic Arts,Argonaut Games,,0.17,0.08,0.06,,0.02,,4.6,,46
11436,Fairytale Fights,2009-10-27,X360,Playlogic Game Factory,Playlogic Game Factory,,0.17,0.14,0.02,,0.01,,4.9,,49
11442,Green Lantern: Rise of the Manhunters,2011-06-07,PS3,Warner Bros. Interactive,Griptonite Games,,0.17,0.09,0.05,,0.02,,6.5,,65
11456,James Bond 007: Everything or Nothing,2003-11-17,GBA,Electronic Arts,Griptonite Games,,0.17,0.12,0.04,,0.0,,7.1,,71
11459,Shrek Extra Large,2002-10-31,GC,TDK Mediactive,Digital Illusions,,0.17,0.13,0.03,,0.0,,3.0,,30
11464,Gunvalkyrie,2002-03-18,XB,Sega,Smilebit,,0.17,0.13,0.04,,0.01,,6.1,,61
11476,G-Force,2009-07-21,X360,Disney Interactive Studios,Eurocom Entertainment Software,,0.17,0.11,0.05,,0.02,,7.4,,74
11478,Clock Tower II: The Struggle Within,1999-10-31,PS,Agetec,Human Entertainment,,0.17,0.02,0.01,0.12,0.01,,4.4,,44
11488,Pursuit Force,2006-03-07,PSP,Sony Computer Entertainment,Bigbig Studios,,0.17,0.14,0.01,,0.02,,7.4,,74
11494,Bomberman Land,2008-01-29,Wii,Hudson Soft,Hudson Soft,,0.17,0.11,0.02,0.03,0.01,,6.0,,60
11497,Axiom Verge,2017-11-21,NS,Thomas Happ Games,Thomas Happ Games,,0.17,0.12,0.03,,0.02,,7.5,,75
11503,Dementium: The Ward,2007-10-26,DS,Gamecock,Renegade Kid,,0.17,0.15,0.01,,0.01,,7.5,,75
11504,Backyard Wrestling: Don't Try This at Home,2003-10-09,XB,Eidos Interactive,Paradox Development,,0.17,0.13,0.04,,0.01,,6.0,,60
11507,Lost Kingdoms,2002-05-27,GC,Activision,From Software,,0.17,0.1,0.02,0.04,0.0,,7.3,,73
11510,F1 2018,2018-08-24,XOne,Codemasters,Codemasters Birmingham,,0.17,0.05,0.1,,0.01,,8.5,,85
11525,Street Fighter Alpha 2,1996-12-19,SNES,Capcom,Capcom,,0.17,,,0.17,,,8.0,,80
11528,Driver: San Francisco,2011-09-06,Wii,Ubisoft,Ubisoft Reflections,,0.17,0.06,0.09,,0.02,,7.0,,70
11535,Zoo Keeper,2005-01-18,DS,Ignition Entertainment,"Buddiez, Inc.",,0.17,0.1,0.01,0.05,0.01,,7.2,,72
11536,Midway Arcade Treasures,2003-12-18,GC,Midway Games,Digital Eclipse,,0.17,0.13,0.03,,0.0,,6.8,,68
11539,Classic NES Series: Donkey Kong,2004-06-02,GBA,Nintendo,Nintendo,,0.17,,,0.17,,,6.5,,65
11541,Resident Evil,1997-08-31,SAT,Capcom,Nextech,,0.17,,,0.17,,,7.3,,73
11542,F1 2011,2011-12-06,3DS,Codemasters,Codemasters,,0.17,0.07,0.09,,0.01,,5.5,,55
11543,Aliens: Infestation,2011-10-11,DS,Sega,Way Forward,,0.17,0.09,0.05,,0.02,7.0,8.5,,85
11549,Cubivore: Survival of the Fittest,2002-11-05,GC,Atlus,Saru Brunei / Intelligent Systems,,0.17,0.01,0.0,0.15,0.0,,7.1,,71
11552,Blood Bowl,2010-01-26,X360,SouthPeak Interactive,Cyanide Studio,,0.17,0.13,0.02,,0.01,,6.4,,64
11562,Taz Wanted,2002-09-17,PS2,Atari,Blitz Games,,0.16,0.08,0.06,,0.02,,5.5,,55
11570,Castlevania Judgment,2008-11-18,Wii,Konami,Konami / Eighting,,0.16,0.12,0.02,0.01,0.01,,4.6,7.5,46
11574,Hot Wheels Velocity X,2002-10-31,GBA,THQ,Saffire Corporation,,0.16,0.12,0.04,,0.0,,5.2,,52
11581,Create,2010-11-16,PS3,Electronic Arts,EA Bright Light,,0.16,0.11,0.03,,0.02,,6.4,,64
11585,Clash of the Titans: The Videogame,2010-07-27,X360,Namco Bandai,Game Republic,,0.16,0.08,0.06,0.0,0.02,5.2,3.8,,38
11596,Robotech: Battlecry,2002-10-11,GC,TDK Mediactive,Vicious Cycle,,0.16,0.13,0.03,,0.0,,7.2,,72
11599,Zapper: One Wicked Cricket!,2002-11-03,PS2,Infogrames,Blitz Games,,0.16,0.08,0.06,,0.02,,5.7,,57
11607,Curious George,2006-02-01,GBA,Namco,Torus Games,,0.16,0.12,0.04,,0.0,,6.6,,66
11610,Guilty Gear Judgment,2006-09-05,PSP,Majesco,Arc System Works,,0.16,0.13,0.0,0.02,0.01,,7.5,,75
11612,NCAA Football 09 All-Play,2008-07-15,Wii,EA Sports,Team Fusion,,0.16,0.15,,,0.01,3.0,5.3,,53
11614,Fracture,2008-10-07,PS3,LucasArts,Day 1 Studios,,0.16,0.11,0.04,,0.02,,4.0,,40
11619,King's Field,1995-12-31,PS,ASCII Entertainment,From Software,,0.16,0.09,0.06,,0.01,,7.1,,71
11625,Midway Arcade Treasures 2,2004-10-11,GC,Midway Games,Backbone Entertainment,,0.16,0.13,0.03,,0.0,,7.2,,72
11627,El Shaddai: Ascension of the Metatron,2011-08-16,X360,Ignition Entertainment,Ignition Entertainment,,0.16,0.07,0.05,0.03,0.01,,8.0,,80
11631,Apache: Air Assault,2010-11-16,X360,Activision,Gaijin Entertainment,,0.16,0.12,0.03,,0.01,,6.8,,68
11635,Marble Saga: Kororinpa,2009-03-17,Wii,Konami,Hudson Soft,,0.16,0.09,0.05,0.0,0.01,7.8,7.4,,74
11637,Spider-Man: Web of Shadows - Amazing Allies Edition,2008-10-21,PSP,Activision,Shaba Games,,0.16,0.12,0.02,,0.02,,7.7,,77
11666,Fatal Frame II: Crimson Butterfly,2003-12-10,PS2,Tecmo,Tecmo,,0.16,0.08,0.06,,0.02,,7.8,,78
11670,Bulletstorm,2011-02-22,PC,Electronic Arts,People Can Fly,,0.16,0.07,0.08,,0.02,,8.7,,87
11671,Just Cause 3,2015-12-01,PC,Square Enix,Avalanche Studios,,0.16,0.03,0.12,,0.01,,7.6,,76
11681,The Incredibles: Rise of the Underminer,2005-11-01,GC,THQ,Heavy Iron Studios,,0.16,0.12,0.03,,0.0,,6.7,,67
11683,Alone in the Dark: The New Nightmare,2001-06-18,PS,Infogrames,Darkworks,,0.16,0.09,0.06,,0.01,,7.2,,72
11686,The King of Fighters XII,2009-07-28,PS3,Ignition Entertainment,SNK Playmore Corporation,,0.16,0.11,0.01,0.03,0.01,,6.0,,60
11691,Sid Meier's Pirates!,2010-10-05,Wii,2K Games,Firaxis Games,,0.16,0.13,0.02,,0.01,,6.5,,65
11700,Eragon,2006-11-14,DS,Sierra Entertainment,Amaze Entertainment,,0.16,0.13,0.02,,0.01,,6.8,,68
11705,World Series of Poker: Tournament of Champions 2007 Edition,2006-09-21,X360,Activision,Left Field Productions,,0.16,0.15,0.0,,0.01,,6.9,,69
11707,Klonoa,2009-05-05,Wii,Namco Bandai,Paon Corporation,,0.16,0.1,0.02,0.03,0.01,7.2,7.6,,76
11710,Ready 2 Rumble Revolution,2009-03-17,Wii,Atari,10tacle Studios AG,,0.16,0.15,0.0,,0.01,,3.1,,31
11713,Culdcept SAGA,2008-02-05,X360,Namco Bandai,OmiyaSoft,,0.16,0.12,,0.03,0.01,,7.7,,77
11717,Innocent Life: A Futuristic Harvest Moon,2007-05-15,PSP,Natsume,ArtePiazza,,0.16,0.08,0.03,0.03,0.02,,6.5,,65
11720,3D Dot Game Heroes,2010-05-11,PS3,Atlus,Silicon Studio,0.16,0.16,,,,,8.2,7.5,,75
11721,Asteroids Hyper 64,1999-12-14,N64,Crave Entertainment,Syrox Developments,,0.16,0.13,0.03,,0.0,,5.6,,56
11723,Buck Bumble,1998-09-30,N64,Ubisoft,Argonaut Games,,0.16,0.13,0.03,,0.0,,6.8,,68
11728,Final Fantasy Fables: Chocobo's Dungeon,2008-07-08,Wii,Square Enix,High Horse Entertainment,0.16,0.16,,,,,,7.4,,74
11729,Final Fantasy II Anniversary Edition,2007-07-24,PSP,Square Enix,Square Enix,0.16,0.16,,,,,,6.5,,65
11734,Starcraft 64,2000-06-13,N64,Nintendo,Mass Media,,0.16,0.13,0.03,,0.0,,8.0,,80
11750,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,2008-06-24,PSP,Namco Bandai,CyberConnect2,,0.16,0.14,0.0,,0.01,,6.2,,62
11753,Blitz: The League,2006-11-13,X360,Midway Games,Midway Games,,0.16,0.15,0.0,,0.01,,6.5,,65
11757,Ghost in the Shell: Stand Alone Complex,2004-11-08,PS2,Bandai,Cavia Inc.,,0.16,0.08,0.06,,0.02,,6.6,,66
11758,Pillars of Eternity,2017-08-29,PS4,Paradox Interactive,Obsidian Entertainment,,0.16,0.11,0.02,,0.03,,8.3,,83
11760,TNA iMPACT!,2008-09-16,Wii,Midway Games,Midway Studios Los Angeles,,0.16,0.14,0.01,,0.01,4.9,5.3,,53
11764,Scarface: Money. Power. Respect.,2006-10-08,PSP,Sierra Entertainment,Radical Entertainment,,0.16,0.15,0.0,,0.01,,6.4,,64
11768,Custom Robo Arena,2007-03-19,DS,Nintendo,Noise Inc.,,0.16,0.01,0.02,0.12,0.0,,7.4,,74
11779,Shaun White Skateboarding,2010-10-24,X360,Ubisoft,Ubisoft Montreal,,0.16,0.1,0.05,,0.01,,6.1,,61
11781,Konami Krazy Racers,2001-06-10,GBA,Konami,KCEK,,0.16,0.09,0.03,0.04,0.0,,7.7,,77
11785,F-Zero: GP Legend,2004-09-20,GBA,Nintendo,Suzak,,0.16,0.11,0.04,,0.0,,7.1,,71
11787,Field Commander,2006-05-23,PSP,Sony Online Entertainment,Sony Online Entertainment,,0.16,0.14,0.0,,0.01,,7.7,,77
11790,NBA 2K12,2011-10-04,PC,2K Sports,Visual Concepts,,0.16,0.09,0.05,,0.02,,8.5,,85
11797,Dragon Ball: Origins 2,2010-06-22,DS,Namco Bandai,Game Republic,,0.16,0.05,0.02,0.08,0.01,,6.9,,69
11809,James Noir's Hollywood Crimes,2011-11-01,3DS,Ubisoft,Ubisoft,,0.16,0.07,0.07,,0.01,,7.0,,70
11810,Naruto Powerful Shippuden,2013-03-05,3DS,Namco Bandai Games,Namco Bandai Games,,0.16,0.08,0.02,0.04,0.01,,8.0,,80
11815,Darksiders II,2012-11-18,WiiU,THQ,Vigil Games,,0.16,0.07,0.07,,0.01,,8.2,,82
11818,Castlevania: Lords of Shadow - Mirror of Fate,2013-03-05,3DS,Konami Digital Entertainment,Mercury Steam,,0.16,0.04,0.08,0.03,0.01,6.9,7.2,,72
11833,Amped 3,2005-11-16,X360,2K Sports,2K Sports,,0.16,0.13,0.02,,0.01,,7.2,,72
11839,Chaotic: Shadow Warriors,2009-11-17,X360,Activision,Activision,,0.16,0.14,,,0.01,,6.2,,62
11844,Wings of Prey,2010-12-25,PC,YuPlay,Gaijin Entertainment,0.16,0.16,,,,,,8.3,,83
11848,Arcana Heart,2008-04-10,PS2,Atlus,Examu Inc.,,0.16,0.06,0.05,0.04,0.02,,8.1,,81
11850,We Dance,2011-09-02,Wii,Nordic Games,Nordic Games,,0.16,,0.14,,0.02,,3.5,,35
11852,Xenoblade Chronicles 2: Torna ~ The Golden Country,2018-09-21,NS,Nintendo,Monolith Soft,,0.16,0.08,0.05,0.02,0.01,,7.5,,75
11855,.hack//G.U. Vol.1//Rebirth,2006-10-24,PS2,Namco Bandai,CyberConnect2,0.16,0.16,,,,,,6.6,,66
11859,Godzilla Unleashed,2007-12-05,Wii,Atari,"Pipeworks Software, Inc.",,0.16,0.14,0.0,,0.01,,4.5,,45
11866,Gravity Rush Remastered,2016-02-02,PS4,Sony Computer Entertainment,Bluepoint Games,,0.16,0.02,0.06,0.05,0.02,,7.9,,79
11875,Fist of the North Star: Ken's Rage,2010-11-02,X360,Tecmo Koei,Tecmo Koei Games,,0.16,0.07,0.02,0.06,0.01,,5.4,,54
11878,Lufia: Curse of the Sinistrals,2010-10-12,DS,Natsume,Neverland Company,,0.16,0.11,,0.03,0.01,,7.8,,78
11885,Digimon Battle Spirit 2,2003-09-24,GBA,Bandai,Dimps Corporation,,0.15,0.11,0.04,,0.0,,7.0,,70
11889,Saw II: Flesh & Blood,2010-10-19,X360,Konami,Zombie Studios,,0.15,0.1,0.04,,0.01,5.0,4.9,,49
11891,Blitz: The League II,2008-10-13,PS3,Midway Games,Midway Games,,0.15,0.11,0.03,,0.02,,6.3,,63
11900,Stormrise,2009-03-24,X360,Sega,The Creative Assembly,,0.15,0.11,0.03,,0.01,,4.4,,44
11917,Atelier Iris: Eternal Mana,2005-06-28,PS2,NIS America,Gust,,0.15,0.08,0.06,,0.02,,7.2,,72
11918,Blinx 2: Masters of Time & Space,2004-11-16,XB,Microsoft Game Studios,Artoon,,0.15,0.12,0.03,,0.01,,6.8,,68
11922,Wolfenstein: The Old Blood,2015-05-05,XOne,Bethesda Softworks,MachineGames,,0.15,0.07,0.07,,0.01,,8.0,,80
11924,WordJong,2007-11-16,DS,Destineer,Magellan Interactive,,0.15,0.13,0.01,,0.01,,7.5,,75
11930,Bomberman,2006-09-12,PSP,Konami,Hudson Soft,,0.15,0.14,0.0,,0.01,,7.3,,73
11935,NCAA Football 2004,2003-07-16,GC,EA Sports,EA Tiburon,,0.15,0.12,0.03,,0.0,,8.7,,87
11936,The Godfather: Blackhand Edition,2007-03-20,Wii,Electronic Arts,EA Redwood Shores,,0.15,0.14,0.0,,0.01,,7.4,,74
11937,XGIII: Extreme G Racing,2001-11-27,GC,Acclaim Entertainment,Acclaim Studios Cheltenham,,0.15,0.12,0.03,,0.0,,8.6,,86
11938,Z.H.P. Unlosing Ranger vs Darkdeath Evilman,2010-10-26,PSP,NIS America,Nippon Ichi Software,,0.15,0.08,,0.06,0.01,8.0,8.0,,80
11940,Crush3D,2012-03-06,3DS,Sega,Zoë Mode,,0.15,0.1,0.04,,0.01,6.6,6.5,,65
11952,NHL 2K10,2009-09-15,PS3,2K Sports,Visual Concepts,,0.15,0.13,0.01,,0.01,,6.5,,65
11954,Infected,2005-11-15,PSP,Majesco,Planet Moon Studios,,0.15,0.14,0.0,,0.01,,7.3,,73
11964,Kingdom of Paradise,2005-11-15,PSP,Sony Computer Entertainment,Climax Entertainment,,0.15,0.14,0.0,,0.02,,7.0,,70
11974,de Blob 2,2011-02-22,X360,THQ,Blue Tongue,,0.15,0.1,0.04,,0.01,,7.8,,78
11975,Thor: God of Thunder,2011-05-03,Wii,Sega,Red Fly Studio,,0.15,0.1,0.04,,0.01,,6.4,,64
11981,Project Sylpheed: Arc of Deception,2007-07-10,X360,Microsoft,Game Arts / Seta Corporation,,0.15,0.12,0.01,0.02,0.01,,6.7,,67
11989,Naruto Shippuden: Legends: Akatsuki Rising,2009-10-06,PSP,Namco Bandai,CyberConnect2,,0.15,0.14,0.0,,0.01,,5.8,,58
11994,Shin Megami Tensei: Strange Journey,2010-03-23,DS,Atlus,Atlus Co.,0.15,0.15,,,,,7.5,8.0,,80
11997,Major League Baseball 2K10,2010-03-02,DS,2K Sports,Visual Concepts,,0.15,0.14,,,0.01,,2.8,,28
12001,The Fairly Odd Parents: Clash with the Anti-World,2005-10-18,GBA,THQ,THQ,,0.15,0.11,0.04,,0.0,,3.5,,35
12012,Ice Age 2: The Meltdown,2006-03-14,DS,Sierra Entertainment,Amaze Entertainment,,0.15,0.13,0.01,,0.01,,5.5,,55
12025,Zoids: Battle Legends,2004-09-04,GC,Atari,Tomy Corporation,,0.15,0.12,0.03,,0.0,,5.0,,50
12033,Killer7,2005-07-07,GC,Capcom,Grasshopper Manufacture,,0.15,0.12,0.03,,0.0,,7.2,,72
12042,Space Invaders Extreme,2008-06-17,DS,Square Enix,Taito Corporation,,0.15,0.12,0.01,0.01,0.01,8.6,8.3,,83
12046,FIFA 06: Road to FIFA World Cup,2005-11-16,X360,EA Sports,EA Canada,,0.15,0.11,0.02,0.01,0.01,,6.1,,61
12081,Etrian Odyssey IV: Legends of the Titan,2013-02-26,3DS,Atlus,Atlus Co.,0.15,0.15,,,,,,8.2,,82
12083,Full Auto,2006-02-14,X360,Sega,Pseudo Interactive,0.15,0.15,,,,,,7.0,,70
12090,Moonlighter,2018-11-09,NS,Merge Games,Digital Sun,0.15,0.15,,,,,7.0,8.3,,83
12095,Shin Megami Tensei: Devil Survivor,2009-06-23,DS,Atlus,Atlus Co.,0.15,0.15,,,,,,8.4,8.8,84
12096,Space Station Silicon Valley,1998-01-01,N64,Take-Two Interactive,DMA Design,,0.15,0.12,0.03,,0.0,,8.3,,83
12097,Tales of the Abyss,2012-02-14,3DS,Namco Bandai,Namco Tales Studio,0.15,0.15,,,,,7.2,7.3,,73
12098,Theatrhythm: Final Fantasy,2012-07-03,3DS,Square Enix,Jupiter Multimedia,0.15,0.15,,,,,8.5,7.8,,78
12101,All-Star Baseball 2003,2002-02-25,GC,Acclaim Entertainment,Acclaim Entertainment,,0.15,0.12,0.03,,0.0,,8.7,,87
12111,RiME,2017-11-21,NS,Grey Box,Tequila Works,,0.15,0.11,0.03,,0.01,,4.5,,45
12120,The Sims Medieval: Pirates and Nobles,2011-08-30,PC,Electronic Arts,The Sims Studio,,0.15,0.05,0.08,,0.01,,5.5,,55
12128,Ys: The Oath in Felghana,2010-11-02,PSP,Xseed Games,Nihon Falcom Corporation,,0.15,0.09,,0.04,0.01,,8.2,,82
12133,Plain Sight,2010-03-22,PC,Beatnik Games,Beatnik Games,0.15,0.15,,,,,,7.2,,72
12137,Darksiders,2010-09-23,PC,THQ,Vigil Games,,0.15,0.07,0.06,,0.01,,8.0,,80
12138,Chessmaster II,1999-05-31,PS,Mindscape,Starsphere Interactive,,0.15,0.08,0.06,,0.01,,7.5,,75
12139,All-Star Baseball 2003,2002-05-31,GBA,Acclaim Entertainment,Software Creations,,0.15,0.11,0.04,,0.0,,7.7,,77
12154,Geist,2005-08-15,GC,Nintendo,n-Space,,0.15,0.11,0.03,,0.0,,6.6,7.6,66
12156,Cardinal Syn,1998-06-30,PS,989 Studios,Kronos Digital Entertainment,,0.15,0.08,0.06,,0.01,,5.2,,52
12160,Blazing Angels 2: Secret Missions of WWII,2007-11-06,PS3,Ubisoft,Ubisoft Romania,,0.15,0.1,0.03,,0.02,,7.2,,72
12167,Ridge Racer DS,2004-12-07,DS,Namco,Nintendo Software Technology Corporation,,0.15,0.14,0.0,,0.01,,6.3,,63
12170,Sam & Max: Season One,2008-10-15,Wii,The Adventure Company,Telltale Games,,0.15,0.13,0.01,,0.01,,7.1,,71
12174,DiRT 3,2011-05-24,PC,Codemasters,Codemasters,,0.15,,0.13,,0.02,,9.0,,90
12180,Shenmue II,2001-11-23,DC,Sega,Sega-AM2,,0.15,,,0.15,0.0,,8.7,,87
12184,Armored Core: For Answer,2008-09-16,X360,Ubisoft,From Software,,0.15,0.06,0.01,0.07,0.01,,6.5,,65
12188,Gear.Club Unlimited,2017-11-21,NS,Microids,Eden Games,,0.15,0.1,0.03,0.01,0.01,,6.1,,61
12190,The Incredible Hulk: Ultimate Destruction,2005-08-23,GC,VU Games,Radical Entertainment,,0.15,0.11,0.03,,0.0,,8.7,,87
12192,SNK Arcade Classics Vol. 1,2008-05-05,PSP,SNK Playmore,Terminal Reality,,0.15,0.13,,0.01,0.01,,6.7,,67
12193,Prince of Persia: The Two Thrones,2005-12-01,GC,Ubisoft,Ubisoft Montreal,,0.15,0.11,0.03,,0.0,,8.7,,87
12198,Phantasy Star Online Episode I & II,2003-04-15,XB,Sega,Sonic Team,,0.15,0.11,0.03,,0.01,,8.2,,82
12214,NHL 2K10,2009-09-15,X360,2K Sports,Visual Concepts,,0.15,0.11,0.02,,0.01,,6.6,,66
12220,Metroid Prime: Federation Force,2016-08-19,3DS,Nintendo,Next Level Games,,0.15,0.08,0.02,0.03,0.01,,6.3,,63
12226,The Wizard of Oz: Beyond The Yellow Brick Road,2009-09-29,DS,Xseed Games,Media.Vision,,0.15,0.13,,0.0,0.01,,6.4,,64
12232,Blazing Dragons,1996-10-31,PS,Mindscape,Illusions Game Company,,0.15,0.08,0.06,,0.01,,6.6,,66
12236,MLB 13: The Show,2013-03-05,PSV,Sony Computer Entertainment America,SCE San Diego Studio,,0.15,0.11,,,0.04,7.6,7.6,,76
12244,Darkstalkers Chronicle: The Chaos Tower,2005-03-24,PSP,Capcom,Capcom,,0.15,0.13,0.0,,0.01,,7.5,,75
12258,Boktai: The Sun is in Your Hand,2003-09-16,GBA,Konami,Kojima Productions,,0.15,0.1,0.04,,0.0,,7.8,,78
12266,Thor: God of Thunder,2011-05-03,PS3,Sega,Liquid Entertainment,,0.15,0.07,0.06,,0.02,,3.7,,37
12269,Cave Story 3D,2011-11-08,3DS,NIS America,Nicalis,,0.15,0.09,0.03,0.01,0.01,,8.2,,82
12276,Shadow Hearts: From The New World,2006-03-07,PS2,Xseed Games,Nautilus,,0.14,0.07,0.06,,0.02,,7.6,,76
12279,Mega Man Powered Up,2006-03-14,PSP,Capcom,Capcom,,0.14,0.12,0.01,,0.02,,8.7,,87
12282,Has-Been Heroes,2017-03-28,NS,GameTrust,Frozenbyte,,0.14,0.13,,,0.02,,4.8,,48
12287,Spider-Man: Friend or Foe,2007-10-02,Wii,Activision,Next Level Games,,0.14,0.13,0.0,,0.01,,5.6,,56
12295,Adrenalin Misfits,2010-11-04,X360,Konami,Konami,,0.14,0.12,0.02,,0.01,,4.7,,47
12296,G.I. Joe: The Rise of Cobra,2009-08-04,PSP,Electronic Arts,Double Helix Games,,0.14,0.11,0.02,,0.02,,5.2,,52
12298,Thor: God of Thunder,2011-05-03,X360,Sega,Liquid Entertainment,,0.14,0.09,0.04,,0.01,,3.8,,38
12303,Class of Heroes,2009-06-09,PSP,Atlus,ZeroDiv,,0.14,0.06,,0.08,0.01,,5.4,,54
12306,Fatal Frame,2002-03-04,PS2,Tecmo,Tecmo,,0.14,0.07,0.06,,0.02,,7.6,,76
12307,Rayman 3,2003-03-02,GBA,Ubisoft,Ubisoft,,0.14,0.1,0.04,,0.0,,7.9,,79
12308,The Fifth Element,1998-09-30,PS,Activision,Kalisto,,0.14,0.08,0.05,,0.01,,3.7,,37
12310,Gungnir,2012-06-12,PSP,Atlus,Sting,,0.14,0.08,,0.04,0.02,5.3,7.4,,74
12312,FIFA Street 2,2006-02-28,PSP,EA Sports BIG,EA Canada,,0.14,0.07,0.06,,0.02,,4.9,,49
12313,Wild ARMs 4,2006-01-10,PS2,Xseed Games,Media.Vision,,0.14,0.07,0.06,,0.02,,6.6,,66
12315,Colin McRae Rally,2000-02-29,PC,Codemasters,Codemasters,0.14,0.14,,,,,,9.0,,90
12317,Ratatouille,2007-06-26,GC,THQ,Asobo Studio,,0.14,0.11,0.03,,0.0,,6.1,,61
12318,G.I. Joe: The Rise of Cobra,2009-08-04,PS2,Electronic Arts,Double Helix Games,,0.14,0.11,0.0,,0.03,,5.2,,52
12323,Hexyz Force,2010-05-25,PSP,Atlus,Sting,,0.14,0.07,,0.06,0.01,5.5,6.7,,67
12328,Klonoa: Empire of Dreams,2001-09-11,GBA,Namco,Namco,,0.14,0.1,0.04,,0.0,,8.6,,86
12333,Second Sight,2004-09-21,PS2,Codemasters,Free Radical Design,,0.14,0.07,0.05,,0.02,,7.9,,79
12340,Championship Motocross 2001 featuring Ricky Carmichael,2001-01-30,PS,THQ,Funcom,,0.14,0.08,0.05,,0.01,,6.8,,68
12344,Doshin the Giant,2002-09-20,GC,Nintendo,Param,,0.14,,,0.14,0.0,,6.8,,68
12351,World Championship Poker: Howard Lederer - All In,2006-09-05,PSP,Crave Entertainment,Point of View,,0.14,0.13,,,0.01,,5.1,,51
12354,Etrian Odyssey 2 Untold: Knight of Fafnir,2015-08-04,3DS,Atlus,Atlus,,0.14,0.09,0.02,,0.03,,8.0,6.0,80
12355,Power Stone,1999-08-31,DC,Capcom,Capcom,,0.14,,,0.14,0.0,,8.6,,86
12363,Top Spin 4,2011-03-15,Wii,2K Sports,2K Czech,,0.14,0.04,0.08,,0.02,,4.0,,40
12369,Power Gig: Rise of the SixString,2010-10-19,PS3,Unknown,Seven45 Studios,,0.14,0.13,,,0.01,,3.9,,39
12372,Victorious Boxers: Revolution,2007-10-23,Wii,Xseed Games,Cavia Inc.,,0.14,0.07,0.0,0.06,0.01,,5.8,,58
12377,Doom,2001-10-28,GBA,Activision,David A. Palmer Productions,,0.14,0.1,0.04,,0.0,,8.3,,83
12384,Marvel vs. Capcom 2,2000-06-29,DC,Capcom,Capcom,,0.14,,,0.14,,,9.0,,90
12389,Hitman: Blood Money,2006-05-30,XB,Eidos Interactive,IO Interactive,,0.14,0.11,0.03,,0.01,,8.1,,81
12395,Gretzky NHL 06,2005-10-04,PSP,Sony Computer Entertainment,Page 44 Studios,,0.14,0.13,,,0.01,,5.8,,58
12422,Sphinx and the Cursed Mummy,2003-11-10,GC,THQ,Eurocom Entertainment Software,,0.14,0.11,0.03,,0.0,,8.4,,84
12426,South Park: The Fractured But Whole,2018-04-24,NS,Ubisoft,Ubisoft San Francisco,,0.14,0.08,0.05,,0.01,,9.5,9.5,95
12429,Risen 2: Dark Waters,2012-07-31,X360,Deep Silver,Piranha Bytes,,0.14,0.05,0.08,,0.01,,5.5,,55
12434,TRINITY: Souls of Zill O'll,2011-02-08,PS3,Tecmo Koei,Omega Force,,0.14,0.06,0.03,0.03,0.01,,5.5,,55
12444,Virtua Tennis 4,2011-05-10,Wii,Sega,Sega-AM2,,0.14,0.05,0.08,,0.01,6.8,5.2,,52
12445,Bravo Air Race,1997-09-30,PS,THQ,Xing Entertainment,,0.14,0.08,0.05,,0.01,,5.3,,53
12463,The Granstream Saga,1998-06-30,PS,THQ,Shade,,0.14,0.08,0.05,,0.01,,7.6,7.0,76
12465,Baldur's Gate: Dark Alliance,2002-11-18,GC,Interplay,Snowblind Studios,,0.14,0.11,0.03,,0.0,,7.7,,77
